docno,text
d39,"now and then / love me do the beatles rock blue / white marble exclusive online store edition. issued in a cardstock picture sleeve with plain white inner sleeve, plus insert with credits and liner notes. all 7"" editions have the same catalog number 0602448145864 (located on labels and bottom back of sleeve) but different barcodes, which is located on the hype sticker adhered to the shrinkwrap. side b is the ""1962 original uk single version"", with ringo on drums, mixed to stereo for the first time. side a label states ""mfd. in e.u.""; side b label and back of sleeve state ""made in the e.u."" made in germany (white sticker with black lettering on back cover shrink wrap) matrix numbers are hand etched in the runout area. plating marks like '△t1', '-t1' are mirrored. source separation / mal courtesy of wingnut films productions ltd. love me do (2023 mix) is called the love me do (2023 stereo mix) on the insert."
d40,"now and then / love me do the beatles rock clear vinyl edition, issued in a cardstock picture sleeve with plain white inner sleeve, plus insert with comment and liner notes. all 7"" editions have the same catalog number 0602448145864 (located on labels and bottom back of sleeve) but different barcodes, which is located on the hype sticker adhered to the shrinkwrap. side b is the ""1962 original uk single version"", with ringo on drums, mixed to stereo for the first time. side a label states ""mfd. in e.u.""; side b label and back of sleeve state ""made in the e.u."" at least some copies are issued with a ""made in germany"" sticker attached to the shrink wrap over the back of sleeve. runout information: runouts are hand-etched. optimal media plating marks 1x= and 1xi are mirrored."
d41,"substance new order electronic, pop indie exclusive pressing, distributed in an embossed sleeve. barcode as a sticker on sleeve rather than printed on the sleeve. hype sticker on shrink-wrap: ""new order - substance remastered double lp red and blue vinyl fact 200"" inner sleeves: 1987 factory communications limited a factory record ℗ 1987, 2023 warner music uk ltd. © 2023 warner music uk ltd. in variant 2 runouts, ""21"", ""1|"", and ""1△"" are mirrored. all is etched."
d42,"now and then / love me do the beatles rock comes with a custom printed two-sided insert. ""made in germany"" sticker on shrink, back cover. per release: source separation / mal courtesy of production ltd. head of machine learning: phonographic copyrights printed on side a label rim text. runout information: runouts are hand-etched. plating mark 1 v v is mirrored."
d43,"desire, i want to turn into you caroline polachek electronic, pop housed in a single-sleeve jacket. the record comes in a printed subway map dust inner sleeve. includes a 24""x36"" double sided poster with credits and lyrics. runouts are stamped, except #xx are etched. cat# number on spine is pnr05, on barcode sticker its listed as pnr05in."
d44,"in utero nirvana rock sides a & b published by the end of music (sesac) / bmg rights mangement (uk) ltd (prs) except a2 published by the end of music (sesac) / bmg rights mangement (uk) ltd (prs) / m.j.-twelve music administered by songs of kobalt music publishing (bmi) / musky slough music administered by songs of kobalt music publishing (bmi) sides c & d published by the end of music (sesac) / bmg rights mangement (uk) ltd (prs) excedpt c2 m.j.-twelve music administered by songs of kobalt music publishing (bmi) c1 recorded at bmg ariola studios rio de janeiro, brazil - january 19-21, 1993; originally released on the geffen international album editions of (1993) c2 originally released on the geffen single (1993) d1 orignally released on the benfit compilation (1993) d2 originally released on the geffen single (1993) d3 originally released on the geffen album (1993) hype sticker: 30th anniversary edition limited edition premium jacket 12-inch 180-gram + 10-inch newly remastered album + 5 b sides & bonus tracks sticker: made in czech republic comes in heavy cardboard gatefold sleeve with black ploylined inner + lyric sheet and the 10” housed in a standard sleeve with plastic inner-sleeve ☮️ bw230221 5517819-a/b-re1 (lp) & ☮️ bw230214🖤 5517820-a/b (10”) is etched"
d45,"now and then / love me do the beatles rock black vinyl 12"" single version. comes with a standard poly lined inner and an insert with liner notes and credits. ℗ & © 2023 made in the e.u. matrix numbers are hand etched in the runout area. plating marks like '+2' and '=2' are mirrored. source separation/mal courtesy of wingnut films productions ltd."
d46,"1989 (taylor's version) taylor swift pop issued in gatefold sleeve. includes inner picture sleeves with credits, lyrics, and photos. there are two variants to this submission: the target exclusive released in the us and one released in europe featuring a different sticker. custom hype sticker variations with album imagery on front of shrink-wrap: target (us) hype sticker reads: ""[target logo] bonus track 2 lp's on tangerine vinyl"" european hype sticker reads: ""bonus track collect all 5 special editions 2 lp's on tangerine vinyl 5 previously unreleased songs from the vault unique photos"" ℗ © 2023 taylor swift. barcode sticker and ""made in germany"" sticker affixed on rear shrink-wrap. for the ""made in france"" pressing, see: . on all variants ""sterling"" is stamped in the runouts while the rest is etched. these parts of the runouts are mirrored or upside down, respectively for sides a to d: for variant 1: ""31△"", ""4#"", ""z="" and ""+h"" for variant 2: ""1t"", ""v1"", ""1+"" and ""=1"" for variant 3: ""311"", ""31△"", none and ""31△"""
d47,"1989 (taylor's version) taylor swift electronic, pop issued in a gatefold sleeve with printed inner sleeves. sealed copies come with a hype sticker attached to the front shrink wrap. barcode sticker and ""made in france"" sticker attached to the rear shrink wrap. tracks are listed sequentially on the release. ℗© 2023 taylor swift. hype sticker on shrink wrap: ""aquamarine green edition collect all 4 special editions 2 lp's on aquamarine green vinyl 5 previously unreleased songs from the vault unique photos 0245554216”"
d48,"1989 (taylor's version) taylor swift electronic, pop housed in a gatefold jacket. the records comes in a printed inner sleeve, with photos, lyrics and credits for each song. sticker with barcode and ""made in france"" sticker, attached to the rear shrink wrap. hype sticker with album imagery, attached to the front shrink wrap, says: ""rose garden pink edition collect all 4 special editions 2 lp's on rose garden pink vinyl 5 previously unreleased songs from the vault unique photos"" tracks are listed sequentially on the release. ℗ © 2023 taylor swift. - a1: welcome to new york (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / write 2 live c/o concord ave (gmr) mixed at mixstar studios (virginia beach, va) recorded at mandarin oriental hotel (milan, it) taylor swift vocals recorded at the kitty committee studio (new york, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - a2: blank space (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) mixed at mixstar studios (virginia beach, va) taylor swift vocals recorded at the kitty committee studio (new york, ny) and conway studios (los angeles, ca) engineering and additional digital editing at prime recording (nashville, tn) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - a3: style (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) and wolf cousins/warner/chappell music scand. ab (stim) mixed at mixstar studios (virginia beach, va) taylor swift vocals recorded at the kitty committee studio (new york, ny) engineering and additional digital editing at prime recording (nashville, tn) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - a4: out of the woods (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / sony/atv songs llc / ducky donath music (bmi) mixed at mixstar studios (virginia beach, va) recorded at rough customer studio (brooklyn, ny), electric lady studios (new york, ny), sharp sonics studios and conway recording studios (los angeles, ca) taylor swift vocals recorded at the kitty committee studio (new york, ny) zem audu's performance recorded audu music studio (brooklyn, ny) sean hutchinson's and michael riddleberger's performances recorded at hutchinson sound (brooklyn, ny) evan smith's performance recorded at pleasure hill recording (portland, maine) mikey freedom hart's performance recorded at big mercy studio (brooklyn, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - a5: all you had to do was stay (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) mixed at mixstar studios (virginia beach, va) taylor swift vocals recorded at the kitty committee studio (new york, ny) engineering and additional digital editing at prime recording (nashville, tn) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - b6: shake it off (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) mixed... at mixstar studios (virginia beach, va) / taylor swift vocals recorded... at the kitty committee studio (new york, ny) and conway recording studios (los angeles, ca) / engineering and additional digital editing... at prime recording (nashville, tn) / mastered... at sterling sound (edgewater, nj) / vinyl mastering... at sterling sound (nashville, tn) - b7: i wish you would (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / sony/atv songs llc / ducky donath music (bmi) mixed at mixstar studios (virginia beach, va) recorded at rough customer studio (brooklyn, ny), electric lady studios (new york, ny), sharp sonics studios and conway recording studios (los angeles, ca) zem audu's performance recorded audu music studio (brooklyn, ny) sean hutchinson's and michael riddleberger's performances recorded at hutchinson sound (brooklyn, ny) evan smith's performance recorded at pleasure hill recording (portland, maine) mikey freedom hart's performance recorded at big mercy studio (brooklyn, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - b8: bad blood (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) mixed at mixstar studios (virginia beach, va) taylor swift vocals recorded at the kitty committee studio (new york, ny) and electric lady studios (new york, ny) engineering and additional digital editing at prime recording (nashville, tn) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - b9: wildest dreams (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) mixed at mixstar studios (virginia beach, va) taylor swift vocals recorded at the kitty committee studio (london, uk) strings recorded and edited studio blnd (sweden)) engineering and additional digital editing at prime recording (nashville, tn) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - b10: how you get the girl (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) mixed... at mixstar studios (virginia beach, va) / taylor swift vocals recorded... at the kitty committee studio (new york, ny) / engineering and additional digital editing... at prime recording (nashville, tn) / mastered... at sterling sound (edgewater, nj) / vinyl mastering... at sterling sound (nashville, tn) - b11: this love (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mixed... at mixstar studios (virginia beach, va) / taylor swift vocals recorded... at the kitty committee studio (belfast, uk) / recorded... at black bird studios (nashville, tn) / engineering and additional digital editing... at prime recording (nashville, tn) / mastered... at sterling sound (edgewater, nj) / vinyl mastering... at sterling sound (nashville, tn) - c12: i know places (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / write 2 live c/o concord ave (gmr) mixed at mixstar studios (virginia beach, va) recorded at mandarin oriental hotel (milan, it) taylor swift vocals recorded at the kitty committee studio (new york, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - c13: clean (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / megaphonic ltd. (prs)(ascap) mixed at mixstar studios (virginia beach, va) recorded at the hideaway studio taylor swift vocals recorded at the kitty committee studio (new york, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - c14: wonderland (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) mixed at mixstar studios (virginia beach, va) taylor swift vocals recorded at the kitty committee studio (new york, ny engineering and additional digital editing at prime recording (nashville, tn) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - c15: you are in love (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / sony/atv songs llc / ducky donath music (bmi) mixed at mixstar studios (virginia beach, va) recorded at rough customer studio (brooklyn, ny), electric lady studios (new york, ny), sharp sonics studios and conway recording studios (los angeles, ca) zem audu's performance recorded at audu music studio (brooklyn, ny) sean hutchinson's performance and michael riddleberger's performance recorded at hutchinson sound (brooklyn, ny) evan smith's performance recorded at pleasure hill recording (portland, maine) mikey freedom hart's performance recorded at big mercy studio (brooklyn, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - c16: new romantics (taylor's version) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / mxm music (administered by kobalt music (stim)) mixed at mixstar studios (virginia beach, va) taylor swift vocals recorded at the kitty committee studio (new york, ny) engineering and additional digital editing at prime recording (nashville, tn) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - d17: ""slut!"" (taylor's version) (from the vault) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / sony/atv songs llc / ducky donath music (bmi) mixed at mixstar studios (virginia beach, va) recorded at rough customer studio (brooklyn, ny), electric lady studios (new york, ny), sharp sonics studios and conway recording studios (los angeles, ca) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - d18: say don't go (taylor's version) (from the vault) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / sony/atv songs llc / ducky donath music (bmi) mixed at mixstar studios (virginia beach, va) recorded at rough customer studio (brooklyn, ny), electric lady studios (new york, ny), sharp sonics studios and conway recording studios (los angeles, ca) zem audu's performance recorded at audu music studio (brooklyn, ny) sean hutchinson's performance and michael riddleberger's performance recorded at hutchinson sound (brooklyn, ny) evan smith's performance recorded at pleasure hill recording (portland, maine) mikey freedom hart's performance recorded at big mercy studio (brooklyn, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - d19: now that we don't talk (taylor's version) (from the vault) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / sony/atv songs llc / ducky donath music (bmi) mixed at mixstar studios (virginia beach, va) recorded at rough customer studio (brooklyn, ny), electric lady studios (new york, ny), sharp sonics studios and conway recording studios (los angeles, ca) zem audu's performance recorded at audu music studio (brooklyn, ny) sean hutchinson's performance and michael riddleberger's performance recorded at hutchinson sound (brooklyn, ny) evan smith's performance recorded at pleasure hill recording (portland, maine) mikey freedom hart's performance recorded at big mercy studio (brooklyn, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - d20: suburban legends (taylor's version) (from the vault) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / sony/atv songs llc / ducky donath music (bmi) mixed at mixstar studios (virginia beach, va) recorded at rough customer studio (brooklyn, ny), electric lady studios (new york, ny), sharp sonics studios and conway recording studios (los angeles, ca) zem audu's performance recorded at audu music studio (brooklyn, ny) sean hutchinson's performance and michael riddleberger's performance recorded at hutchinson sound (brooklyn, ny) evan smith's performance recorded at pleasure hill recording (portland, maine) mikey freedom hart's performance recorded at big mercy studio (brooklyn, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn) - d21: is it over now? (taylor's version) (from the vault) © 2014 taylor swift music (bmi) administered by songs of universal, inc. / sony/atv songs llc / ducky donath music (bmi) mixed at mixstar studios (virginia beach, va) recorded at rough customer studio (brooklyn, ny), electric lady studios (new york, ny), sharp sonics studios and conway recording studios (los angeles, ca) zem audu's performance recorded at audu music studio (brooklyn, ny) sean hutchinson's performance and michael riddleberger's performance recorded at hutchinson sound (brooklyn, ny) evan smith's performance recorded at pleasure hill recording (portland, maine) mikey freedom hart's performance recorded at big mercy studio (brooklyn, ny) mastered at sterling sound (edgewater, nj) vinyl mastering at sterling sound (nashville, tn)"
